player_name,team,league,age,position,appearances,starts,minutes,goals,assists,shots_total,shots_on,passes_total,passes_key,pass_accuracy,tackles,interceptions,blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow_cards,red_cards,player_id,rating,duels_won_pct,xg_proxy,performance_score,fatigue_index,defensive_impact,anomaly_z,is_anomaly
Clement Lenglet,Tottenham,Premier League,27,Defender,13,11,935,0,0.19,0.67,0.0,60.8,0.48,87.8,1.63,0.96,1.44,0.38,0.1,0.96,0.77,0.19,0.0,1417,7.443,0.2632,0.0,0.4515,0.7991,1.372,-0.1593,0
Bernd Leno,Fulham,Premier League,30,Goalkeeper,21,21,1890,0,0.0,0.0,0.0,29.1,0.05,78.6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,1418,7.388,0.0,0.0,0.3788,1.0,0.0,-1.0441,0
Christopher Lenz,Eint Frankfurt,Bundesliga,28,Defender,12,5,613,0,0.29,1.03,0.29,39.1,1.91,74.1,2.5,1.32,1.32,0.74,0.44,0.88,1.03,0.0,0.0,1419,7.391,0.5946,0.0,0.4888,0.5676,1.792,0.2946,0
Sergio Leon,Valladolid,La Liga,34,Forward,17,11,913,5,0.1,1.88,1.29,8.42,0.89,66.9,0.4,0.0,0.4,1.39,0.2,1.49,0.5,0.0,0.1,1420,7.822,0.1439,0.29411764705882354,0.4855,0.5967,0.28,0.2545,0
Johann Lepenant,Lyon,Ligue 1,20,Midfielder,17,13,1201,1,0.08,1.13,0.08,56.4,0.45,88.5,2.93,1.35,1.65,2.78,1.35,1.05,1.58,0.08,0.0,1421,7.544,0.4856,0.058823529411764705,0.5181,0.785,2.072,0.6512,0
Mehdi Leris,Sampdoria,Serie A,24,Defender,19,16,1355,0,0.07,0.99,0.4,23.2,0.73,66.4,2.38,1.13,1.52,2.19,0.73,1.66,2.12,0.66,0.0,1422,7.304,0.3333,0.0,0.4186,0.7924,1.747,-0.5597,0
Jefferson Lerma,Bournemouth,Premier League,28,Defender,22,22,1973,2,0.0,0.73,0.14,35.3,0.41,81.7,1.46,1.1,0.78,0.73,0.41,1.14,0.91,0.14,0.0,1423,7.602,0.5616,0.09090909090909091,0.5311,0.9965,1.148,0.8095,0
Benjamin Leroy,Ajaccio,Ligue 1,33,Goalkeeper,20,20,1718,0,0.0,0.0,0.0,16.2,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1424,7.298,0.0,0.0,0.3379,0.9544,0.0,-1.5419,0
Leo Leroy,Montpellier,Ligue 1,22,Midfielder,16,8,709,0,0.0,1.27,0.25,30.6,0.89,74.2,4.68,1.01,2.28,2.28,0.63,1.39,3.04,0.63,0.0,1425,7.34,0.2763,0.0,0.4239,0.4924,2.859,-0.4952,0
Ruan Levine,Ajaccio,Ligue 1,24,Midfielder,1,0,9,0,0.0,10.0,10.0,30.0,0.0,100.0,10.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,1426,7.5,1.0,0.0,0.625,0.1,7.0,1.9523,0
Robert Lewandowski,Barcelona,La Liga,34,Forward,17,16,1334,14,0.27,4.32,2.23,19.3,1.15,76.5,0.54,0.07,0.68,1.96,1.01,1.42,1.55,0.14,0.07,1427,8.78,0.5153,0.8235294117647058,0.7665,0.8719,0.441,3.6745,1
Jamie Leweling,Union Berlin,Bundesliga,21,Forward,9,0,129,1,0.71,4.29,2.86,12.1,0.71,70.8,2.14,0.71,0.71,11.4,2.86,4.29,3.57,0.71,0.0,1428,7.468,0.2509,0.1111111111111111,0.4492,0.1593,1.282,-0.1873,0
Jamal Lewis,Newcastle Utd,Premier League,25,Defender,1,0,8,0,0.0,0.0,0.0,100.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429,7.416,0.0,0.0,0.3891,0.0889,0.0,-0.9188,0
Rico Lewis,Manchester City,Premier League,18,Defender,9,5,453,0,0.0,0.2,0.2,63.6,1.2,91.9,2.0,0.4,0.4,1.6,0.6,1.6,0.8,0.2,0.0,1430,7.45,0.375,0.0,0.4823,0.5593,1.04,0.2155,0
Keane Lewis-Potter,Brentford,Premier League,21,Midfielder,9,3,306,0,0.29,2.06,0.59,11.8,1.47,57.1,0.29,0.0,1.47,3.82,1.18,1.18,0.29,0.0,0.0,1431,7.306,0.3089,0.0,0.3952,0.3778,0.557,-0.8445,0
Dimitri Lienard,Strasbourg,Ligue 1,34,Defender,17,12,967,0,0.0,1.03,0.19,43.6,1.31,75.1,2.15,1.03,1.5,0.93,0.28,0.65,1.12,0.28,0.0,1432,7.361,0.3011,0.0,0.4312,0.632,1.619,-0.4064,0
Philipp Lienhart,Freiburg,Bundesliga,26,Defender,20,19,1741,1,0.0,0.52,0.1,52.7,0.1,86.1,1.14,1.14,1.09,0.16,0.1,0.93,0.47,0.05,0.0,1433,7.528,0.625,0.05,0.538,0.9672,1.125,0.8934,0
Matthijs de Ligt,Bayern Munich,Bundesliga,23,Defender,17,14,1217,1,0.0,0.67,0.44,73.0,0.22,91.8,0.96,0.96,1.26,0.07,0.0,0.67,1.04,0.22,0.0,1434,7.548,0.0,0.058823529411764705,0.4277,0.7954,1.05,-0.449,0
Victor Lindelof,Manchester Utd,Premier League,28,Defender,8,4,452,0,0.0,0.0,0.0,58.4,0.0,92.4,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,1435,7.462,0.0,0.0,0.4087,0.6278,1.0,-0.6802,0
Jesper Lindstrom,Eint Frankfurt,Bundesliga,22,Midfielder,18,16,1207,7,0.15,2.54,1.12,16.8,1.19,62.5,1.27,0.52,1.04,3.96,1.27,1.12,0.82,0.15,0.0,1436,8.015,0.3207,0.3888888888888889,0.5463,0.7451,0.976,0.9945,0
Karol Linetty,Torino,Serie A,28,Midfielder,21,14,1240,1,0.0,0.8,0.29,37.2,1.01,85.2,1.96,1.01,1.16,0.94,0.36,0.72,2.17,0.43,0.0,1437,7.504,0.383,0.047619047619047616,0.4864,0.6561,1.435,0.2654,0
Jesse Lingard,Nott'ham Forest,Premier League,30,Midfielder,14,11,861,0,0.0,1.04,0.21,22.0,1.04,79.3,0.31,0.42,1.04,0.94,0.52,0.83,0.83,0.1,0.0,1438,7.392,0.5532,0.0,0.491,0.6833,0.562,0.3214,0
Pol Lirola,Elche,La Liga,25,Defender,8,7,548,1,0.0,0.16,0.16,33.8,0.98,72.0,1.97,0.98,0.16,2.62,0.98,0.49,0.49,0.16,0.0,1439,7.452,0.374,0.125,0.4799,0.7611,1.13,0.1863,0
Mateusz Lis,Troyes,Ligue 1,25,Goalkeeper,7,7,630,0,0.0,0.0,0.0,25.9,0.0,68.8,0.0,0.0,0.14,0.0,0.0,0.29,0.14,0.14,0.0,1440,7.337,0.0,0.0,0.3577,1.0,0.042,-1.301,0
Marcin Listkowski,Lecce,Serie A,25,Midfielder,5,0,77,0,0.0,1.11,0.0,17.8,0.0,66.7,0.0,3.33,0.0,0.0,0.0,1.11,2.22,0.0,0.0,1441,7.334,0.0,0.0,0.3534,0.1711,0.999,-1.3533,0
Dejan Ljubicic,Köln,Bundesliga,25,Midfielder,13,9,768,3,0.0,2.12,0.71,23.1,1.41,73.1,1.65,0.71,1.06,1.65,0.59,0.59,1.18,0.12,0.0,1442,7.659,0.3576,0.23076923076923078,0.5167,0.6564,1.191,0.6342,0
Javier Llabres,Mallorca,La Liga,20,Forward,1,0,17,0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443,7.5,0.0,0.0,0.425,0.1889,0.0,-0.4819,0
Diego Llorente,Leeds United,Premier League,29,Defender,8,7,649,0,0.0,0.83,0.0,49.4,0.0,83.0,1.81,2.08,0.83,0.42,0.28,0.28,0.83,0.14,0.0,1444,7.408,0.6667,0.0,0.5216,0.9014,1.597,0.6938,0
Diego Llorente,Roma,Serie A,29,Defender,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445,7.0,0.0,0.0,0.21,0.0111,0.0,-3.0986,1
Marcos Llorente,Atlético Madrid,La Liga,28,Defender,13,12,1016,1,0.0,1.06,0.18,33.3,1.42,79.2,1.86,1.06,1.24,1.33,0.44,0.8,1.42,0.09,0.0,1446,7.491,0.3308,0.07692307692307693,0.4724,0.8684,1.434,0.095,0
Hugo Lloris,Tottenham,Premier League,36,Goalkeeper,21,21,1890,0,0.0,0.0,0.0,23.5,0.0,78.9,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1447,7.394,0.0,0.0,0.3796,1.0,0.035,-1.0344,0
Giovani Lo Celso,Villarreal,La Liga,26,Midfielder,8,8,521,1,0.0,2.24,0.52,38.3,0.69,83.1,3.62,0.86,1.03,2.59,1.38,2.41,1.21,0.17,0.0,1448,7.507,0.5328,0.125,0.5355,0.7236,2.015,0.863,0
Stanislav Lobotka,Napoli,Serie A,28,Midfielder,21,19,1745,1,0.05,0.26,0.1,63.1,0.46,94.2,2.53,0.41,0.88,0.72,0.46,1.91,0.72,0.05,0.0,1449,7.572,0.6389,0.047619047619047616,0.5576,0.9233,1.399,1.132,0
Manuel Locatelli,Juventus,Serie A,25,Midfielder,18,17,1400,0,0.0,1.03,0.45,41.9,0.64,81.3,2.18,1.15,1.67,0.96,0.58,1.28,1.6,0.26,0.0,1450,7.394,0.6042,0.0,0.5053,0.8642,1.718,0.4955,0
Luka Lochoshvili,Cremonese,Serie A,24,Defender,14,14,1136,0,0.08,0.32,0.08,31.3,0.32,78.3,2.46,1.11,1.75,0.48,0.32,0.4,1.83,0.24,0.0,1451,7.385,0.6667,0.0,0.5115,0.9016,1.842,0.5709,0
Banzouzi Locko,Reims,Ligue 1,20,Defender,15,13,1059,0,0.0,0.42,0.0,30.7,0.68,77.0,2.71,1.69,1.44,3.05,1.27,0.76,0.85,0.25,0.08,1452,7.356,0.4164,0.0,0.458,0.7844,2.023,-0.0802,0
Renan Lodi,Nott'ham Forest,Premier League,24,Defender,14,13,1099,0,0.0,0.74,0.0,30.2,0.49,70.4,2.05,1.48,1.07,1.56,0.66,1.8,1.23,0.16,0.0,1453,7.344,0.4231,0.0,0.4457,0.8722,1.585,-0.2299,0
Ruben Loftus-Cheek,Chelsea,Premier League,27,Defender,15,13,1032,0,0.0,0.78,0.17,45.5,0.61,85.2,1.57,0.7,0.78,3.22,1.65,2.35,0.52,0.09,0.0,1454,7.422,0.5124,0.0,0.4955,0.7644,1.072,0.3762,0
Sean Longstaff,Newcastle Utd,Premier League,25,Midfielder,22,18,1685,1,0.16,1.07,0.32,33.4,0.96,78.7,1.44,0.64,1.5,1.02,0.21,1.34,1.02,0.11,0.0,1455,7.499,0.2059,0.045454545454545456,0.4372,0.851,1.218,-0.3334,0
Ademola Lookman,Atalanta,Serie A,25,Midfielder,21,16,1299,12,0.28,2.64,1.04,25.4,2.08,76.1,0.56,0.21,0.9,3.33,1.53,1.88,0.9,0.14,0.0,1456,8.593,0.4595,0.5714285714285714,0.6733,0.6873,0.557,2.5402,1
Anthony Lopes,Lyon,Ligue 1,32,Goalkeeper,19,19,1646,0,0.0,0.0,0.0,23.1,0.0,78.7,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.05,0.05,1457,7.381,0.0,0.0,0.3788,0.9626,0.035,-1.0441,0
Rony Lopes,Troyes,Ligue 1,27,Midfielder,18,16,1239,4,0.36,2.68,0.87,23.0,2.32,69.3,0.58,0.22,0.51,3.62,1.88,1.3,0.72,0.14,0.0,1458,7.765,0.5193,0.2222222222222222,0.5421,0.7648,0.451,0.9434,0
David Lopez,Girona,La Liga,33,Defender,11,11,932,2,0.1,0.77,0.48,54.4,0.48,90.3,1.44,0.48,1.35,0.29,0.29,0.87,0.87,0.29,0.0,1459,7.644,1.0,0.18181818181818182,0.6645,0.9414,1.125,2.4331,1
Diego Lopez,Rayo Vallecano,La Liga,41,Goalkeeper,1,1,90,0,0.0,0.0,0.0,22.0,0.0,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460,7.38,0.0,0.0,0.3732,1.0,0.0,-1.1123,0
Maxime Lopez,Sassuolo,Serie A,25,Midfielder,14,12,1120,0,0.0,0.48,0.16,53.6,1.37,87.3,1.94,0.89,0.89,1.21,0.32,0.65,0.89,0.48,0.0,1461,7.412,0.2645,0.0,0.4499,0.8889,1.31,-0.1788,0
Pau Lopez,Marseille,Ligue 1,28,Goalkeeper,19,19,1710,0,0.05,0.0,0.0,27.8,0.05,80.5,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.16,0.0,1462,7.398,0.0,0.0,0.3829,1.0,0.0,-0.9942,0
Unai Lopez,Rayo Vallecano,La Liga,27,Midfielder,19,9,794,1,0.23,1.82,0.8,52.7,1.48,80.1,2.16,1.36,0.8,1.59,0.57,1.36,1.48,0.11,0.0,1463,7.511,0.3585,0.05263157894736842,0.473,0.4643,1.512,0.1023,0
Dion Lopy,Reims,Ligue 1,21,Midfielder,17,9,725,0,0.0,0.74,0.0,35.1,0.86,83.5,2.47,1.73,2.35,2.1,0.74,1.48,1.98,0.49,0.25,1464,7.343,0.3524,0.0,0.4578,0.4739,2.212,-0.0827,0
Anthony Losilla,Bochum,Bundesliga,36,Midfielder,20,20,1771,0,0.1,0.66,0.2,23.5,0.41,68.9,2.49,1.22,1.02,0.61,0.25,0.51,1.47,0.15,0.0,1465,7.344,0.4098,0.0,0.4401,0.9839,1.668,-0.2981,0
Jordan Lotomba,Nice,Ligue 1,24,Defender,22,18,1638,0,0.05,0.38,0.16,41.7,0.6,82.8,2.2,1.21,1.65,2.36,1.1,0.99,0.77,0.16,0.0,1466,7.409,0.4661,0.0,0.4811,0.8273,1.738,0.2009,0
Matteo Lovato,Salernitana,Serie A,22,Defender,7,4,377,0,0.0,0.24,0.0,36.4,0.0,85.0,1.9,1.43,1.19,0.0,0.0,0.48,0.48,0.0,0.0,1467,7.425,0.0,0.0,0.3928,0.5984,1.546,-0.8738,0
Dejan Lovren,Lyon,Ligue 1,33,Defender,5,5,426,0,0.0,2.13,0.21,68.5,0.21,89.7,1.28,1.49,0.85,0.0,0.0,0.85,0.85,0.21,0.0,1468,7.438,0.0,0.0,0.4025,0.9467,1.214,-0.7557,0
Sandi Lovri?,Udinese,Serie A,24,Midfielder,20,12,1048,2,0.09,3.1,0.43,34.4,1.81,79.8,2.07,0.69,0.69,1.64,0.52,1.03,1.38,0.17,0.0,1469,7.597,0.3171,0.1,0.4809,0.5822,1.242,0.1985,0
Jamal Lowe,Bournemouth,Premier League,28,Midfielder,2,0,12,0,0.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470,7.25,0.0,0.0,0.3175,0.0667,0.0,-1.7902,0
Anthony Lozano,Cádiz,La Liga,29,Forward,19,12,1139,0,0.0,1.73,0.47,12.0,0.55,68.2,0.24,0.24,0.63,2.83,0.94,2.13,2.52,0.24,0.0,1471,7.329,0.3322,0.0,0.4227,0.6661,0.357,-0.5098,0
Hirving Lozano,Napoli,Serie A,27,Forward,20,11,981,3,0.28,2.75,0.92,23.1,1.74,74.3,1.01,0.37,1.65,3.58,1.74,1.93,1.74,0.18,0.0,1472,7.682,0.486,0.15,0.5213,0.545,1.01,0.6902,0
Pol Lozano,Espanyol,La Liga,23,Midfielder,4,0,17,0,0.0,0.0,0.0,25.0,0.0,62.5,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,1473,7.062,0.0,0.0,0.3369,0.0472,1.5,-1.5541,0
Jean Lucas,Monaco,Ligue 1,24,Midfielder,6,3,291,0,0.0,1.56,0.94,41.9,0.94,87.0,2.81,1.25,0.63,4.38,2.81,1.25,1.25,0.0,0.0,1474,7.435,0.6416,0.0,0.5254,0.5389,1.688,0.7401,0
Jhon Lucumi,Bologna,Serie A,24,Defender,18,18,1550,0,0.06,0.35,0.12,46.6,0.23,86.1,2.03,1.34,1.22,0.12,0.12,0.52,0.87,0.29,0.0,1475,7.42,1.0,0.0,0.5948,0.9568,1.58,1.5848,0
Jose Luis Gaya,Valencia,La Liga,27,Defender,17,17,1483,1,0.12,0.79,0.36,48.1,2.24,75.8,2.55,0.85,1.09,0.79,0.61,0.67,0.48,0.18,0.0,1476,7.478,0.7722,0.058823529411764705,0.548,0.9693,1.602,1.0152,0
Jose Luis Morales,Villarreal,La Liga,35,Midfielder,19,4,591,1,0.0,2.58,1.52,13.2,0.45,64.0,0.45,0.3,1.36,4.24,1.52,0.61,0.45,0.15,0.0,1477,7.412,0.3585,0.05263157894736842,0.4378,0.3456,0.678,-0.3261,0
Jose Luis Palomino,Atalanta,Serie A,33,Defender,6,5,392,1,0.0,0.68,0.45,48.9,0.45,80.5,2.05,3.86,0.68,0.45,0.45,0.91,0.91,0.0,0.0,1478,7.502,1.0,0.16666666666666666,0.6361,0.7259,2.182,2.0874,1
Douglas Luiz,Aston Villa,Premier League,24,Midfielder,20,16,1434,2,0.25,1.07,0.38,48.7,1.64,82.6,2.33,1.38,1.38,1.38,0.57,1.26,1.57,0.13,0.06,1479,7.612,0.413,0.1,0.5062,0.7967,1.76,0.5064,0
Romelu Lukaku,Inter,Serie A,29,Forward,9,4,395,1,0.23,2.05,0.91,12.0,1.14,62.4,0.23,0.0,0.0,1.36,0.45,0.23,0.91,0.0,0.0,1480,7.428,0.3309,0.1111111111111111,0.4472,0.4877,0.092,-0.2117,0
Castello Lukeba,Lyon,Ligue 1,20,Defender,19,18,1637,1,0.0,0.27,0.11,62.3,0.11,89.5,0.71,1.76,1.32,0.22,0.05,0.66,1.21,0.16,0.0,1481,7.539,0.2273,0.05263157894736842,0.4664,0.9573,1.208,0.022,0
Dodi Lukebakio,Hertha BSC,Bundesliga,25,Midfielder,18,18,1483,7,0.06,2.36,0.91,16.2,0.91,67.4,0.73,0.48,1.03,5.09,2.12,2.0,1.39,0.36,0.0,1482,8.023,0.4165,0.3888888888888889,0.5755,0.9154,0.745,1.3499,0
Saa Luki?,Fulham,Premier League,26,Midfielder,1,0,1,0,0.0,0.0,0.0,4.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1483,7.4,0.0,0.0,0.382,0.0111,0.3,-1.0052,0
Saa Luki?,Torino,Serie A,26,Midfielder,16,13,1195,2,0.0,1.13,0.23,47.1,1.2,85.7,1.58,0.98,1.28,0.53,0.08,0.75,1.95,0.3,0.0,1484,7.614,0.1509,0.125,0.4675,0.8299,1.31,0.0354,0
Andriy Lunin,Real Madrid,La Liga,24,Goalkeeper,5,5,450,0,0.0,0.0,0.0,28.6,0.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485,7.452,0.0,0.0,0.4046,1.0,0.0,-0.7301,0
Andrey Lunyov,Leverkusen,Bundesliga,31,Goalkeeper,1,1,90,0,0.0,0.0,0.0,35.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486,7.398,0.0,0.0,0.3809,1.0,0.0,-1.0186,0
Sebastiano Luperto,Empoli,Serie A,26,Defender,20,20,1714,1,0.0,0.32,0.16,42.3,0.16,87.0,1.0,1.05,1.42,0.11,0.11,0.74,0.58,0.16,0.11,1487,7.505,1.0,0.05,0.6142,0.9522,1.141,1.8209,0
Lyanco,Southampton,Premier League,26,Defender,13,7,697,0,0.0,1.04,0.39,31.3,0.13,70.9,1.95,1.56,1.3,0.91,0.65,0.78,1.43,0.52,0.0,1488,7.328,0.7143,0.0,0.5045,0.5957,1.638,0.4857,0
Charalambos Lykogiannis,Bologna,Serie A,29,Defender,16,10,894,1,0.0,1.62,0.51,38.8,1.41,69.6,1.01,1.52,0.61,1.01,0.4,0.91,1.11,0.3,0.0,1489,7.433,0.396,0.0625,0.4601,0.6208,1.043,-0.0547,0
Youssouf M'Changama,Auxerre,Ligue 1,32,Midfielder,18,6,618,0,0.0,1.59,0.14,38.1,1.16,82.4,2.03,1.01,0.58,2.46,1.01,1.88,1.01,0.0,0.0,1490,7.412,0.4106,0.0,0.4693,0.3815,1.289,0.0573,0
Awer Mabil,Cádiz,La Liga,27,Midfielder,5,1,165,0,0.0,1.67,0.56,18.9,0.56,63.0,1.11,0.0,0.56,2.22,1.11,1.67,0.0,0.0,0.0,1491,7.315,0.5,0.0,0.4454,0.3667,0.612,-0.2336,0
Alexis Mac Allister,Brighton,Premier League,24,Midfielder,18,17,1547,5,0.0,2.03,0.76,51.1,1.05,88.4,2.79,1.16,0.81,1.4,0.87,1.4,1.1,0.35,0.0,1492,7.924,0.6214,0.2777777777777778,0.6221,0.9549,1.707,1.917,0
Deiver Machado,Lens,Ligue 1,29,Defender,19,16,1379,1,0.07,0.65,0.2,29.3,0.52,81.8,2.35,0.92,0.85,1.76,0.46,2.03,1.9,0.2,0.07,1493,7.49,0.2614,0.05263157894736842,0.4564,0.8064,1.471,-0.0997,0
Darwin Machis,Valladolid,La Liga,30,Forward,2,2,180,0,0.5,1.5,0.5,19.5,2.0,63.9,1.5,0.5,0.5,4.5,2.5,1.5,1.5,0.0,0.0,1494,7.354,0.5556,0.0,0.4595,1.0,0.9,-0.062,0
James Maddison,Leicester City,Premier League,26,Midfielder,16,15,1273,9,0.35,3.19,1.06,35.3,2.48,77.0,1.84,0.64,0.57,2.41,0.85,2.55,1.21,0.43,0.0,1495,8.288,0.3527,0.5625,0.6419,0.884,1.099,2.158,1
Noni Madueke,Chelsea,Premier League,20,Forward,2,1,112,0,0.0,1.67,0.83,37.5,1.67,78.9,1.67,0.0,4.17,6.67,4.17,0.83,0.83,0.0,0.0,1496,7.394,0.6252,0.0,0.5047,0.6222,1.919,0.4882,0
Pablo Maffeo,Mallorca,La Liga,25,Defender,19,18,1560,1,0.12,0.58,0.12,27.3,0.75,70.3,2.14,0.75,1.04,2.54,0.81,1.85,0.98,0.23,0.06,1497,7.436,0.3189,0.05263157894736842,0.4432,0.9123,1.393,-0.2603,0
Lisandro Magallan,Elche,La Liga,29,Defender,3,1,123,0,0.0,0.0,0.0,5.0,0.0,53.8,2.14,0.0,0.71,0.0,0.0,0.0,2.14,0.0,0.0,1498,7.269,0.0,0.0,0.3257,0.4556,1.069,-1.6904,0
Soungoutou Magassa,Monaco,Ligue 1,19,Midfielder,1,0,74,0,0.0,0.0,0.0,27.5,0.0,81.5,3.75,1.25,2.5,1.25,0.0,0.0,2.5,0.0,0.0,1499,7.408,0.0,0.0,0.3852,0.8222,2.625,-0.9663,0
Giulio Maggiore,Salernitana,Serie A,24,Midfielder,10,9,653,0,0.0,0.55,0.0,37.4,0.41,76.3,1.92,1.1,2.33,0.14,0.0,1.23,1.51,0.14,0.0,1500,7.374,0.0,0.0,0.3738,0.7256,1.797,-1.105,0
Giangiacomo Magnani,Hellas Verona,Serie A,27,Defender,9,4,426,0,0.0,0.85,0.21,17.4,0.21,68.9,2.55,2.13,2.13,0.21,0.21,0.64,1.91,0.64,0.21,1501,7.27,1.0,0.0,0.5559,0.5259,2.298,1.1113,0
Hugo Magnetti,Brest,Ligue 1,24,Midfielder,18,10,955,0,0.09,1.04,0.38,33.8,0.75,82.3,2.92,1.42,0.75,1.51,1.23,2.08,0.47,0.0,0.0,1502,7.418,0.8146,0.0,0.5501,0.5895,1.819,1.0407,0
Yohann Magnin,Clermont Foot,Ligue 1,25,Defender,23,18,1661,0,0.0,0.54,0.0,41.0,0.76,83.7,3.24,1.03,1.89,1.19,0.22,1.57,1.46,0.27,0.0,1503,7.405,0.1849,0.0,0.4265,0.8024,2.172,-0.4636,0
Harry Maguire,Manchester Utd,Premier League,29,Defender,9,4,391,0,0.0,0.23,0.0,50.0,0.23,87.8,0.93,1.63,3.02,0.23,0.0,0.47,0.7,0.7,0.0,1504,7.404,0.0,0.0,0.3977,0.4827,1.767,-0.8141,0
Jon Magunacelaya,Real Sociedad,La Liga,22,Midfielder,2,0,65,0,0.0,1.43,1.43,11.4,2.86,50.0,1.43,0.0,0.0,1.43,1.43,1.43,1.43,0.0,0.0,1505,7.25,1.0,0.0,0.5175,0.3611,0.572,0.6439,0
Riyad Mahrez,Manchester City,Premier League,31,Midfielder,16,10,898,4,0.3,2.4,0.9,47.9,2.3,84.3,1.1,0.4,1.2,3.2,1.0,1.7,0.7,0.2,0.0,1506,7.833,0.3125,0.25,0.5411,0.6236,0.92,0.9312,0
Arne Maier,Augsburg,Bundesliga,24,Midfielder,16,11,923,1,0.0,1.36,0.29,23.4,1.36,68.7,1.46,0.58,1.26,1.46,0.58,0.68,0.97,0.1,0.0,1507,7.438,0.3973,0.0625,0.4588,0.641,1.136,-0.0705,0
Mike Maignan,Milan,Serie A,27,Goalkeeper,7,7,630,0,0.0,0.0,0.0,26.6,0.0,77.2,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1508,7.386,0.0,0.0,0.376,1.0,0.042,-1.0782,0
Linton Maina,Köln,Bundesliga,23,Midfielder,18,13,1101,2,0.41,1.89,0.66,17.3,1.56,68.1,0.98,0.25,0.49,1.97,0.57,0.98,0.9,0.0,0.0,1509,7.569,0.2893,0.1111111111111111,0.4545,0.6796,0.614,-0.1228,0
Ainsley Maitland-Niles,Southampton,Premier League,25,Defender,11,6,634,0,0.0,0.0,0.0,34.6,0.86,81.5,2.71,1.29,1.71,0.57,0.57,0.57,0.57,0.43,0.0,1510,7.386,1.0,0.0,0.5846,0.6404,1.984,1.4606,0
Lovro Majer,Rennes,Ligue 1,25,Midfielder,17,9,801,1,0.22,1.8,0.34,43.9,2.02,79.5,2.02,1.57,1.12,2.7,1.24,1.69,2.81,0.22,0.0,1511,7.502,0.4593,0.058823529411764705,0.4936,0.5235,1.615,0.3531,0
Jean-Victor Makengo,Udinese,Serie A,24,Midfielder,16,11,805,0,0.11,0.79,0.0,29.7,0.56,83.5,1.8,1.01,0.9,1.57,1.12,1.46,1.01,0.22,0.0,1512,7.414,0.7134,0.0,0.5321,0.559,1.293,0.8216,0
Jean-Victor Makengo,Lorient,Ligue 1,24,Midfielder,2,1,129,0,0.0,0.71,0.0,51.4,0.71,92.3,0.71,2.14,0.71,1.43,1.43,1.43,0.71,0.0,0.0,1513,7.462,1.0,0.0,0.6085,0.7167,1.139,1.7515,0
Beni Makouana,Montpellier,Ligue 1,20,Midfielder,8,1,198,0,0.0,2.73,0.45,6.82,0.45,39.5,0.45,0.0,1.36,4.09,0.91,0.45,1.36,0.45,0.0,1514,7.175,0.2225,0.0,0.3388,0.275,0.588,-1.531,0
Nemanja Maksimovi?,Getafe,La Liga,28,Midfielder,12,10,711,0,0.0,0.51,0.13,20.0,0.38,81.4,1.65,1.27,2.15,0.25,0.0,0.63,0.63,0.0,0.0,1515,7.407,0.0,0.0,0.385,0.6583,1.686,-0.9687,0
Tyrell Malacia,Manchester Utd,Premier League,23,Defender,13,9,845,0,0.0,0.32,0.11,39.5,0.11,83.0,2.66,1.6,0.96,1.06,0.21,0.85,2.23,0.32,0.0,1516,7.399,0.1981,0.0,0.4276,0.7222,1.832,-0.4502,0
Lorenzo Malagrida,Sampdoria,Serie A,19,Midfielder,1,0,10,0,0.0,10.0,10.0,20.0,0.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,1517,7.0,1.0,0.0,0.61,0.1111,0.0,1.7698,0
Daniel Maldini,Spezia,Serie A,21,Midfielder,9,1,322,1,0.0,1.94,1.11,21.1,0.28,72.4,1.94,0.28,1.11,3.06,1.11,2.22,1.39,0.0,0.0,1518,7.462,0.3627,0.1111111111111111,0.4745,0.3975,1.193,0.1206,0
