player_name,team,league,age,position,appearances,starts,minutes,goals,assists,shots_total,shots_on,passes_total,passes_key,pass_accuracy,tackles,interceptions,blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow_cards,red_cards,player_id,rating,duels_won_pct,xg_proxy,performance_score,fatigue_index,defensive_impact,anomaly_z,is_anomaly
Marton Dardai,Hertha BSC,Bundesliga,21,Defender,7,1,181,0,0.0,0.5,0.0,22.0,0.0,55.7,1.0,2.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,600,7.254,1.0,0.0,0.529,0.2873,1.3,0.7839,0
Sergi Darder,Espanyol,La Liga,29,Midfielder,20,20,1773,2,0.05,1.02,0.25,30.5,2.13,70.5,1.93,0.71,0.76,3.5,1.37,2.34,0.76,0.1,0.0,601,7.551,0.3914,0.1,0.4758,0.985,1.213,0.1364,0
Achraf Dari,Brest,Ligue 1,23,Defender,12,10,901,1,0.0,0.4,0.2,40.2,0.1,81.9,1.2,1.3,1.0,0.0,0.0,1.0,0.8,0.1,0.0,602,7.504,0.0,0.08333333333333333,0.4139,0.8343,1.17,-0.617,0
Vladimir Darida,Hertha BSC,Bundesliga,32,Midfielder,3,0,31,0,0.0,0.0,0.0,26.7,0.0,66.7,3.33,0.0,3.33,3.33,3.33,3.33,3.33,0.0,0.0,603,7.334,1.0,0.0,0.5534,0.1148,2.331,1.0809,0
Matteo Darmian,Inter,Serie A,33,Defender,16,12,993,1,0.18,0.27,0.09,40.9,1.18,82.9,2.82,0.82,1.55,1.45,0.45,1.09,1.09,0.18,0.0,604,7.518,0.3103,0.0625,0.4722,0.6896,1.839,0.0926,0
Josh Dasilva,Brentford,Premier League,24,Midfielder,22,11,999,3,0.18,1.17,0.45,30.4,0.81,79.5,1.26,0.27,1.35,3.06,1.8,1.26,0.81,0.09,0.0,605,7.706,0.5882,0.13636363636363635,0.5487,0.5045,0.99,1.0237,0
Jonathan David,Lille,Ligue 1,23,Forward,21,20,1759,12,0.21,3.13,1.38,20.0,1.49,82.1,0.72,0.26,0.67,2.21,0.82,1.69,0.87,0.15,0.0,606,8.618,0.371,0.5714285714285714,0.6684,0.9307,0.567,2.4805,1
Alphonso Davies,Bayern Munich,Bundesliga,22,Defender,17,16,1398,0,0.13,0.52,0.19,62.5,1.81,87.8,1.87,1.03,1.1,5.61,2.58,1.29,0.26,0.0,0.0,607,7.448,0.4599,0.0,0.491,0.9137,1.387,0.3214,0
Ben Davies,Tottenham,Premier League,29,Defender,20,16,1441,2,0.06,0.63,0.25,47.7,0.81,84.4,0.94,0.81,0.81,0.56,0.19,0.5,1.19,0.13,0.0,608,7.62,0.3393,0.1,0.4953,0.8006,0.862,0.3738,0
Tom Davies,Everton,Premier League,24,Midfielder,10,4,413,0,0.0,1.3,0.22,30.2,0.22,76.0,2.17,0.65,1.52,0.65,0.22,1.09,0.65,0.43,0.0,609,7.358,0.3385,0.0,0.4404,0.4589,1.519,-0.2944,0
Pawe? Dawidowicz,Hellas Verona,Serie A,27,Defender,11,10,745,1,0.0,0.84,0.24,29.5,0.12,72.3,2.65,0.96,0.84,0.48,0.12,0.72,2.53,0.6,0.12,610,7.408,0.25,0.09090909090909091,0.4441,0.7525,1.6,-0.2494,0
Craig Dawson,West Ham,Premier League,32,Defender,8,8,720,0,0.0,0.75,0.13,30.6,0.13,79.0,1.25,0.75,1.13,0.13,0.0,0.38,0.75,0.25,0.0,611,7.382,0.0,0.0,0.3795,1.0,1.064,-1.0356,0
Craig Dawson,Wolves,Premier League,32,Defender,2,2,180,1,0.0,1.0,0.5,48.0,0.5,88.1,1.0,0.0,2.0,0.0,0.0,1.0,0.5,0.5,0.0,612,7.515,0.0,0.5,0.5516,1.0,1.0,1.059,0
Kevin De Bruyne,Manchester City,Premier League,31,Midfielder,20,18,1599,3,0.62,2.64,0.9,42.8,3.6,71.9,1.07,0.22,1.01,1.85,0.84,0.9,0.9,0.06,0.0,613,7.7,0.4541,0.15,0.5106,0.8883,0.797,0.56,0
Charles De Ketelaere,Milan,Serie A,21,Midfielder,18,6,702,0,0.13,1.54,0.38,22.7,2.05,76.0,1.41,0.38,0.9,3.85,2.05,1.15,1.28,0.26,0.0,614,7.376,0.5325,0.0,0.4798,0.4333,0.948,0.1851,0
Manuel De Luca,Sampdoria,Serie A,24,Forward,1,0,33,0,0.0,0.0,0.0,12.5,0.0,71.4,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,615,7.357,0.0,0.0,0.3635,0.3667,0.0,-1.2304,0
Rodrigo De Paul,Atlético Madrid,La Liga,28,Midfielder,15,11,875,1,0.21,0.82,0.31,51.3,2.16,80.8,1.24,0.31,1.24,1.44,0.72,2.27,1.44,0.21,0.0,616,7.508,0.5,0.06666666666666667,0.5068,0.6481,0.961,0.5137,0
Mattia De Sciglio,Juventus,Serie A,30,Defender,10,6,603,0,0.0,0.6,0.0,44.8,0.75,81.5,1.19,0.45,0.75,0.75,0.3,0.9,0.3,0.0,0.0,617,7.408,0.4,0.0,0.4652,0.67,0.836,0.0074,0
Lorenzo De Silvestri,Bologna,Serie A,34,Defender,9,5,518,0,0.0,0.69,0.34,31.7,0.69,70.8,0.34,0.34,0.86,0.52,0.34,0.86,0.69,0.17,0.0,618,7.346,0.6538,0.0,0.4927,0.6395,0.496,0.3421,0
Thibault De Smet,Reims,Ligue 1,24,Defender,8,8,706,0,0.13,0.0,0.0,44.0,0.51,77.3,2.31,1.15,1.15,0.26,0.0,0.38,0.9,0.13,0.0,619,7.389,0.0,0.0,0.3763,0.9806,1.614,-1.0746,0
Koni De Winter,Empoli,Serie A,20,Defender,11,9,805,0,0.0,0.0,0.0,40.0,0.22,87.5,1.35,0.67,1.12,0.22,0.11,0.22,1.12,0.34,0.0,620,7.42,0.5,0.0,0.4976,0.8131,1.077,0.4017,0
Gregoire Defrel,Sassuolo,Serie A,31,Forward,10,4,403,1,0.0,1.56,1.11,13.3,1.33,80.0,0.67,0.22,0.22,2.22,0.89,1.33,1.78,0.44,0.0,621,7.478,0.4009,0.1,0.4945,0.4478,0.4,0.364,0
Duccio Degli Innocenti,Empoli,Serie A,19,Midfielder,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,7.0,0.0,0.0,0.21,0.0333,0.3,-3.0986,1
Brecht Dejaegere,Toulouse,Ligue 1,31,Midfielder,18,16,1199,4,0.08,1.28,0.45,24.4,0.53,78.3,1.73,0.83,1.05,1.8,0.75,2.03,2.18,0.38,0.0,623,7.778,0.4167,0.2222222222222222,0.5399,0.7401,1.256,0.9166,0
Romain Del Castillo,Brest,Ligue 1,26,Midfielder,12,8,610,4,0.44,2.5,1.03,28.8,1.62,65.3,2.79,0.59,0.88,4.41,1.76,1.32,1.03,0.29,0.0,624,7.743,0.3991,0.3333333333333333,0.5427,0.5648,1.557,0.9507,0
Alberto Del Moral,Villarreal,La Liga,22,Midfielder,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,7.0,0.0,0.0,0.21,0.0556,0.0,-3.0986,1
Thomas Delaine,Strasbourg,Ligue 1,30,Defender,12,8,709,0,0.13,0.38,0.25,32.7,0.63,66.7,1.9,0.63,0.89,2.15,0.89,1.27,1.65,0.25,0.0,626,7.33,0.414,0.0,0.4361,0.6565,1.216,-0.3468,0
Thomas Delaney,Sevilla,La Liga,31,Midfielder,8,2,309,0,0.0,0.88,0.29,41.2,0.59,85.4,1.18,1.18,0.88,0.0,0.0,1.47,1.18,0.88,0.0,627,7.383,0.0,0.0,0.3923,0.4292,1.09,-0.8798,0
Thomas Delaney,Hoffenheim,Bundesliga,31,Midfielder,2,2,141,0,0.0,0.63,0.0,29.4,0.0,69.1,1.88,0.63,0.0,3.75,1.25,1.88,1.25,0.0,0.0,628,7.346,0.3333,0.0,0.4252,0.7833,0.941,-0.4794,0
Sacha Delaye,Montpellier,Ligue 1,20,Midfielder,3,0,20,1,0.0,10.0,5.0,40.0,0.0,57.1,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,629,7.385,0.0,0.3333333333333333,0.4358,0.0741,2.0,-0.3504,0
Fran Delgado,Betis,La Liga,21,Defender,1,0,12,0,0.0,0.0,0.0,70.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,7.438,0.0,0.0,0.3981,0.1333,0.0,-0.8093,0
Andy Delort,Nice,Ligue 1,31,Forward,14,9,781,6,0.11,2.64,0.92,16.0,1.26,60.4,0.23,0.11,0.0,1.38,0.46,1.03,0.92,0.0,0.0,631,7.91,0.3333,0.42857142857142855,0.5533,0.6198,0.125,1.0797,0
Andy Delort,Nantes,Ligue 1,31,Forward,2,0,29,0,0.0,3.33,0.0,30.0,0.0,64.3,6.67,0.0,3.33,10.0,6.67,0.0,0.0,0.0,0.0,632,7.322,0.667,0.0,0.4817,0.1611,3.667,0.2082,0
Karamoko Dembele,Brest,Ligue 1,19,Midfielder,11,0,123,0,0.0,2.86,1.43,29.3,2.14,62.1,0.71,0.0,0.0,2.14,0.71,5.0,2.14,0.0,0.0,633,7.31,0.3318,0.0,0.4099,0.1242,0.284,-0.6656,0
Moussa Dembele,Lyon,Ligue 1,26,Midfielder,15,6,611,2,0.0,2.94,1.18,14.9,0.15,75.4,0.88,0.0,0.74,1.18,0.59,0.15,1.76,0.15,0.0,634,7.57,0.5,0.13333333333333333,0.5179,0.4526,0.574,0.6488,0
Ousmane Dembele,Barcelona,La Liga,25,Forward,18,14,1100,5,0.41,3.2,1.15,40.9,2.79,77.1,1.39,0.0,0.82,5.9,1.72,1.07,1.15,0.33,0.0,635,7.898,0.2915,0.2777777777777778,0.5328,0.679,0.802,0.8302,0
Siriki Dembele,Bournemouth,Premier League,26,Midfielder,6,0,110,0,0.0,1.67,1.67,30.8,3.33,78.7,2.5,0.83,0.83,8.33,5.0,1.67,0.83,0.0,0.0,636,7.394,0.6002,0.0,0.4993,0.2037,1.498,0.4224,0
Siriki Dembele,Auxerre,Ligue 1,26,Forward,1,0,12,0,0.0,0.0,0.0,50.0,10.0,83.3,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,637,7.416,0.0,0.0,0.3891,0.1333,4.0,-0.9188,0
Merih Demiral,Atalanta,Serie A,24,Defender,18,12,1228,1,0.0,0.37,0.07,30.1,0.22,84.4,2.28,1.54,1.4,0.29,0.0,0.66,0.96,0.29,0.0,638,7.507,0.0,0.05555555555555555,0.4107,0.758,1.794,-0.6559,0
Kerem Demirbay,Leverkusen,Bundesliga,29,Midfielder,17,10,904,3,0.3,1.7,0.3,46.5,1.5,74.2,2.2,0.9,1.5,1.5,0.3,1.1,1.6,0.2,0.0,639,7.682,0.2,0.17647058823529413,0.4718,0.5908,1.6,0.0877,0
Ermedin Demirovi?,Augsburg,Bundesliga,24,Midfielder,19,19,1502,7,0.12,2.63,1.08,9.94,1.14,48.0,1.38,0.78,1.02,1.86,0.6,1.26,1.98,0.3,0.0,640,7.933,0.3226,0.3684210526315789,0.509,0.8784,1.092,0.5405,0
Diego Demme,Napoli,Serie A,31,Midfielder,3,0,22,0,0.0,0.0,0.0,235.0,0.0,100.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,641,7.5,0.0,0.0,0.425,0.0815,1.5,-0.4819,0
Sepp van den Berg,Schalke 04,Bundesliga,21,Defender,4,4,322,0,0.0,0.83,0.0,35.3,0.0,83.6,0.56,2.22,1.11,0.0,0.0,0.0,0.56,0.28,0.0,642,7.404,0.0,0.0,0.3893,0.8944,1.223,-0.9164,0
Branco van den Boomen,Toulouse,Ligue 1,27,Midfielder,22,22,1925,5,0.33,1.78,0.75,50.5,2.76,75.9,1.82,0.37,0.93,0.98,0.61,0.61,0.93,0.19,0.0,643,7.893,0.6224,0.22727272727272727,0.5813,0.9722,1.118,1.4204,0
Leander Dendoncker,Aston Villa,Premier League,27,Midfielder,12,3,341,0,0.0,0.26,0.0,33.9,1.32,87.2,2.89,1.58,2.63,1.05,0.53,0.0,0.26,0.0,0.0,644,7.436,0.5048,0.0,0.4984,0.3157,2.419,0.4115,0
Leander Dendoncker,Wolves,Premier League,27,Midfielder,4,2,214,0,0.0,1.25,0.83,35.8,0.83,86.9,1.67,3.75,0.83,0.83,0.42,0.0,0.0,0.0,0.0,645,7.434,0.506,0.0,0.498,0.5944,2.042,0.4066,0
Emmanuel Dennis,Nott'ham Forest,Premier League,25,Forward,11,3,408,1,0.22,2.44,0.44,17.1,0.89,69.4,1.56,0.0,1.11,5.78,1.78,3.78,1.33,0.44,0.0,646,7.44,0.308,0.09090909090909091,0.4509,0.4121,0.957,-0.1666,0
Fabio Depaoli,Hellas Verona,Serie A,25,Defender,16,13,1170,2,0.15,0.92,0.31,21.5,0.92,66.7,2.0,0.54,1.15,2.23,0.46,1.23,1.31,0.23,0.0,647,7.533,0.2063,0.125,0.4382,0.8125,1.307,-0.3212,0
Fabio Depaoli,Sampdoria,Serie A,25,Defender,3,1,136,0,0.0,1.33,0.0,49.3,2.67,77.9,3.33,0.67,0.67,4.67,2.0,4.67,0.67,0.67,0.0,648,7.356,0.4283,0.0,0.4621,0.5037,1.734,-0.0303,0
Kastriot Dermaku,Lecce,Serie A,31,Defender,1,0,34,0,0.0,0.0,0.0,2.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649,7.25,0.0,0.0,0.3175,0.3778,0.0,-1.7902,0
Halil Dervithodlu,Brentford,Premier League,23,Midfielder,1,0,8,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,7.0,0.0,0.0,0.21,0.0889,0.0,-3.0986,1
Remy Descamps,Nantes,Ligue 1,26,Goalkeeper,1,1,90,0,0.0,0.0,0.0,22.0,0.0,84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,651,7.373,0.0,0.0,0.3904,1.0,0.0,-0.903,0
Mikkel Desler,Toulouse,Ligue 1,27,Defender,15,14,1203,0,0.07,0.52,0.15,49.3,0.52,84.9,3.13,1.42,1.27,1.79,0.9,0.75,1.12,0.15,0.07,652,7.408,0.5028,0.0,0.4926,0.8911,2.059,0.3409,0
Cyriel Dessers,Cremonese,Serie A,28,Forward,18,15,1204,3,0.0,2.76,0.6,10.1,1.27,63.8,0.52,0.22,0.82,1.87,0.52,0.82,1.94,0.15,0.0,653,7.611,0.2781,0.16666666666666666,0.4616,0.7432,0.52,-0.0364,0
Sergino Dest,Milan,Serie A,22,Defender,8,2,329,0,0.0,0.54,0.27,45.7,1.08,85.4,3.24,1.08,0.27,4.59,1.89,1.08,1.62,0.0,0.0,654,7.427,0.4118,0.0,0.476,0.4569,1.701,0.1389,0
Mattia Destro,Empoli,Serie A,31,Forward,10,6,456,1,0.0,3.53,1.18,6.47,0.78,55.9,0.2,0.2,0.39,1.37,0.39,0.59,1.76,0.39,0.0,655,7.36,0.2847,0.1,0.4195,0.5067,0.257,-0.5488,0
Gerard Deulofeu,Udinese,Serie A,28,Forward,16,15,1211,2,0.44,3.26,0.89,32.8,3.56,75.3,0.59,0.15,0.59,3.26,1.41,0.81,0.59,0.07,0.0,656,7.604,0.4325,0.125,0.5027,0.841,0.458,0.4638,0
Kiernan Dewsbury-Hall,Leicester City,Premier League,24,Midfielder,20,19,1538,2,0.12,0.88,0.23,35.2,1.75,75.3,1.75,0.99,1.87,2.51,1.17,1.05,1.17,0.12,0.0,657,7.579,0.4661,0.1,0.5012,0.8544,1.558,0.4456,0
Samuel Di Carmine,Cremonese,Serie A,34,Midfielder,2,0,28,0,0.0,3.33,0.0,20.0,0.0,75.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,658,7.375,1.0,0.0,0.5712,0.1556,0.0,1.2975,0
Federico Di Francesco,Lecce,Serie A,28,Midfielder,22,13,1129,1,0.16,1.84,0.88,17.5,1.28,68.0,1.2,0.48,0.88,1.92,0.64,1.28,1.84,0.24,0.0,659,7.439,0.3333,0.045454545454545456,0.4395,0.5702,0.888,-0.3054,0
Michele Di Gregorio,Monza,Serie A,25,Goalkeeper,21,21,1890,0,0.0,0.0,0.0,30.0,0.0,75.9,0.0,0.14,0.0,0.1,0.1,0.0,0.0,0.0,0.0,660,7.38,1.0,0.0,0.5732,1.0,0.042,1.3219,0
Giovanni Di Lorenzo,Napoli,Serie A,29,Defender,21,21,1878,1,0.14,0.77,0.19,63.1,1.39,86.0,1.72,0.77,0.91,1.05,0.29,0.96,0.77,0.1,0.0,661,7.535,0.2762,0.047619047619047616,0.4676,0.9937,1.192,0.0366,0
Angel Di Maria,Juventus,Serie A,34,Forward,12,8,608,3,0.29,2.5,0.88,31.3,3.09,75.0,1.03,0.29,1.03,3.97,1.47,1.03,0.59,0.0,0.15,662,7.665,0.3703,0.25,0.529,0.563,0.808,0.7839,0
Boulaye Dia,Salernitana,Serie A,26,Forward,20,16,1465,8,0.25,1.53,0.8,16.1,1.35,75.9,0.49,0.25,0.18,2.88,1.29,1.35,0.86,0.06,0.0,663,8.194,0.4479,0.4,0.6072,0.8139,0.325,1.7357,0
Moussa Diaby,Leverkusen,Bundesliga,23,Forward,20,20,1654,7,0.16,2.23,1.3,25.7,2.01,75.2,0.6,0.22,0.33,3.04,1.14,0.71,0.65,0.11,0.0,664,8.082,0.375,0.35,0.5729,0.9189,0.405,1.3182,0
Mouctar Diakhaby,Valencia,La Liga,26,Defender,14,14,1151,2,0.0,0.55,0.23,39.9,0.23,84.3,1.25,0.78,1.41,0.16,0.0,0.39,1.02,0.47,0.08,665,7.582,0.0,0.14285714285714285,0.4389,0.9135,1.157,-0.3127,0
Bafode Diakite,Lille,Ligue 1,22,Defender,21,19,1743,0,0.0,0.57,0.15,56.1,0.26,86.8,1.91,0.46,1.34,0.88,0.41,0.36,1.34,0.21,0.0,666,7.424,0.4659,0.0,0.4895,0.9222,1.304,0.3032,0
Ibrahim Diakite,Reims,Ligue 1,19,Defender,3,1,131,0,0.0,0.67,0.67,32.0,0.0,70.6,2.0,3.33,0.0,2.0,0.67,1.33,2.0,0.67,0.0,667,7.32,0.335,0.0,0.4278,0.4852,1.799,-0.4478,0
Abdou Diallo,RB Leipzig,Bundesliga,26,Defender,5,5,436,1,0.0,0.83,0.21,61.7,0.21,85.8,1.25,1.46,0.83,0.63,0.63,0.21,0.63,0.42,0.0,668,7.508,1.0,0.2,0.6568,0.9689,1.187,2.3393,1
Baila Diallo,Clermont Foot,Ligue 1,21,Defender,2,0,34,0,0.0,0.0,0.0,35.0,0.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669,7.292,0.0,0.0,0.3354,0.1889,0.0,-1.5724,0
Habib Diallo,Strasbourg,Ligue 1,27,Forward,22,17,1537,10,0.0,2.22,0.99,14.3,0.7,68.3,0.7,0.58,0.7,2.34,0.88,1.99,1.23,0.12,0.0,670,8.336,0.3761,0.45454545454545453,0.5983,0.7763,0.664,1.6274,0
Ibrahima Diallo,Southampton,Premier League,23,Midfielder,13,10,714,0,0.0,0.76,0.0,31.5,0.25,76.9,2.28,0.63,1.01,1.39,0.76,0.89,2.03,0.25,0.0,671,7.372,0.5468,0.0,0.4843,0.6103,1.404,0.2399,0
Ismael Diallo,Ajaccio,Ligue 1,26,Defender,19,17,1526,0,0.0,0.12,0.0,34.1,0.41,74.7,1.59,1.06,1.06,1.29,0.41,1.06,1.82,0.29,0.06,672,7.347,0.3178,0.0,0.4334,0.8924,1.272,-0.3796,0
Mamady Diarra,Cádiz,La Liga,22,Defender,2,1,66,0,0.0,4.29,0.0,11.4,0.0,88.9,2.86,0.0,2.86,4.29,1.43,1.43,1.43,0.0,0.0,673,7.444,0.3333,0.0,0.4678,0.3667,2.002,0.0391,0
Mouhamadou Diarra,Strasbourg,Ligue 1,19,Midfielder,16,9,821,0,0.0,0.99,0.44,25.8,0.55,73.9,1.65,0.99,1.21,2.64,0.99,1.21,1.43,0.11,0.0,674,7.364,0.375,0.0,0.4437,0.5701,1.32,-0.2543,0
Moussa Diarra,Toulouse,Ligue 1,22,Defender,17,10,993,0,0.09,0.09,0.0,39.5,0.55,83.8,1.64,1.55,1.73,1.45,0.55,1.18,1.27,0.0,0.0,675,7.425,0.3793,0.0,0.4662,0.649,1.64,0.0196,0
Stephane Diarra,Lorient,Ligue 1,24,Forward,19,11,821,1,0.0,1.76,0.77,18.7,0.33,69.7,2.09,2.09,1.21,6.48,2.2,1.65,0.66,0.11,0.0,676,7.443,0.3395,0.05263157894736842,0.4464,0.4801,1.826,-0.2214,0
Youba Diarra,Cádiz,La Liga,24,Midfielder,3,0,42,0,0.0,0.0,0.0,32.0,0.0,84.2,4.0,2.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,677,7.321,0.0,0.0,0.388,0.1556,5.2,-0.9322,0
Ruben Dias,Manchester City,Premier League,25,Defender,13,9,874,0,0.0,0.52,0.1,85.6,0.21,92.2,0.62,1.24,0.93,0.31,0.31,0.31,1.03,0.0,0.0,678,7.461,1.0,0.0,0.6082,0.747,0.899,1.7478,0
Krepin Diatta,Monaco,Ligue 1,23,Midfielder,19,14,1342,2,0.13,2.08,0.81,24.2,1.01,76.1,1.14,0.74,1.34,2.48,1.07,1.01,1.14,0.2,0.0,679,7.58,0.4315,0.10526315789473684,0.4975,0.7848,1.08,0.4005,0
Mory Diaw,Clermont Foot,Ligue 1,29,Goalkeeper,23,23,2070,0,0.0,0.0,0.0,25.7,0.09,68.8,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,680,7.344,0.0,0.0,0.3579,1.0,0.027,-1.2985,0
Brahim Diaz,Milan,Serie A,23,Midfielder,19,15,1036,4,0.26,1.83,0.7,26.9,2.09,78.6,1.48,0.43,0.78,2.87,1.48,2.17,1.48,0.17,0.0,681,7.803,0.5157,0.21052631578947367,0.5576,0.6058,0.955,1.132,0
Luis Diaz,Liverpool,Premier League,26,Forward,8,7,613,3,0.29,2.35,1.03,29.9,0.88,79.3,1.47,0.29,0.88,4.26,2.06,2.35,1.76,0.29,0.0,682,7.702,0.4836,0.375,0.5989,0.8514,0.939,1.6347,0
Justin Diehl,Köln,Bundesliga,18,Forward,1,0,10,0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,683,7.5,0.0,0.0,0.425,0.1111,0.0,-0.4819,0
Bamba Dieng,Marseille,Ligue 1,22,Midfielder,10,1,194,1,0.0,5.0,2.27,12.3,0.91,62.8,1.82,0.0,2.27,1.36,0.91,2.73,3.64,0.45,0.0,684,7.392,0.6691,0.1,0.5112,0.2156,1.409,0.5673,0
Bamba Dieng,Lorient,Ligue 1,22,Midfielder,2,1,94,0,0.0,4.0,0.0,17.0,2.0,77.3,2.0,0.0,1.0,7.0,3.0,7.0,3.0,0.0,0.0,685,7.386,0.4286,0.0,0.4619,0.5222,1.1,-0.0328,0
Eric Dier,Tottenham,Premier League,29,Defender,22,21,1915,2,0.0,0.66,0.19,57.4,0.28,86.2,0.94,1.22,1.13,0.0,0.0,0.28,0.56,0.09,0.0,686,7.626,0.0,0.09090909090909091,0.4285,0.9672,1.081,-0.4393,0
Florian Dietz,Köln,Bundesliga,24,Forward,11,4,395,1,0.0,3.86,1.36,8.86,0.91,51.3,0.45,0.0,0.91,1.59,0.23,0.23,2.5,0.23,0.0,687,7.345,0.1447,0.09090909090909091,0.3792,0.399,0.453,-1.0393,0
Lucas Digne,Aston Villa,Premier League,29,Defender,15,14,1111,1,0.0,0.49,0.24,43.5,1.06,75.9,1.79,1.06,0.89,0.98,0.0,1.54,0.98,0.16,0.0,688,7.472,0.0,0.06666666666666667,0.396,0.823,1.301,-0.8348,0
Federico Dimarco,Inter,Serie A,25,Defender,21,19,1467,3,0.06,1.9,0.55,39.7,2.27,72.2,1.29,0.8,0.8,0.8,0.12,1.23,0.61,0.0,0.0,689,7.665,0.15,0.14285714285714285,0.4472,0.7762,0.996,-0.2117,0
Stole Dimitrievski,Rayo Vallecano,La Liga,29,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,18.9,0.05,61.5,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.16,0.0,690,7.3,0.0,0.0,0.342,1.0,0.033,-1.492,0
Junior Dina Ebimbe,Eint Frankfurt,Bundesliga,22,Defender,11,8,780,2,0.11,1.84,0.57,27.9,0.92,71.5,2.76,0.8,1.38,3.68,1.49,1.15,1.38,0.11,0.0,691,7.56,0.4049,0.18181818181818182,0.5053,0.7879,1.758,0.4955,0
Tristan Dingome,Troyes,Ligue 1,31,Midfielder,8,0,99,0,0.0,2.73,0.91,50.0,3.64,70.5,0.91,0.0,0.0,1.82,0.91,0.91,0.91,0.0,0.0,692,7.352,0.5,0.0,0.4616,0.1375,0.364,-0.0364,0
Eren Dinkci,Werder Bremen,Bundesliga,21,Midfielder,7,0,132,0,0.0,2.0,0.0,14.7,1.33,56.4,2.0,0.0,1.33,3.33,0.67,1.33,2.67,0.0,0.0,693,7.282,0.2012,0.0,0.3715,0.2095,1.199,-1.133,0
Sinaly Diomande,Lyon,Ligue 1,21,Defender,11,10,892,0,0.0,0.51,0.0,62.5,0.1,86.1,2.22,2.63,0.91,0.4,0.1,0.71,1.11,0.0,0.1,694,7.411,0.25,0.0,0.4445,0.901,1.95,-0.2445,0
Lois Diony,Angers,Ligue 1,30,Forward,8,5,437,1,0.0,2.04,0.41,18.4,1.02,78.3,0.2,0.0,0.41,1.84,0.41,0.61,2.04,0.2,0.0,695,7.482,0.2228,0.125,0.4631,0.6069,0.203,-0.0181,0
Issa Diop,Fulham,Premier League,26,Defender,15,12,1146,1,0.0,0.24,0.16,53.7,0.08,84.8,1.42,1.42,1.18,0.24,0.16,0.24,0.55,0.08,0.0,696,7.52,0.6667,0.06666666666666667,0.5485,0.8489,1.348,1.0212,0
Sofiane Diop,Nice,Ligue 1,22,Midfielder,15,10,889,1,0.4,1.82,0.61,38.9,1.41,80.2,1.31,0.91,1.21,3.23,1.31,1.62,0.3,0.1,0.0,697,7.524,0.4056,0.06666666666666667,0.4872,0.6585,1.16,0.2752,0
Sofiane Diop,Monaco,Ligue 1,22,Midfielder,1,1,65,1,0.0,2.86,1.43,28.6,4.29,60.6,0.0,1.43,0.0,7.14,1.43,2.86,0.0,0.0,0.0,698,7.403,0.2003,1.0,0.6834,0.7222,0.429,2.6631,1
Yehvann Diouf,Reims,Ligue 1,23,Goalkeeper,15,15,1350,0,0.0,0.0,0.0,24.5,0.07,77.1,0.07,0.0,0.0,0.07,0.07,0.4,0.0,0.13,0.0,699,7.379,1.0,0.0,0.5756,1.0,0.028,1.3511,0
Axel Disasi,Monaco,Ligue 1,24,Defender,23,22,1980,2,0.14,0.64,0.14,43.1,0.36,83.5,1.05,1.77,1.55,0.36,0.18,0.32,0.73,0.09,0.0,700,7.623,0.5,0.08695652173913043,0.5218,0.9565,1.416,0.6963,0
Malcom Abdulai Ares Djalo,Athletic Club,La Liga,21,Forward,1,0,5,0,0.0,10.0,0.0,70.0,0.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,701,7.5,1.0,0.0,0.625,0.0556,0.0,1.9523,0
Tiago Djalo,Lille,Ligue 1,22,Defender,21,20,1735,2,0.0,0.62,0.16,66.2,0.1,92.3,1.61,1.14,0.78,0.57,0.21,0.83,0.93,0.31,0.0,702,7.646,0.3684,0.09523809523809523,0.5162,0.918,1.22,0.6281,0
